product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
eee14ab3-1f5e-44d2-a282-a4d52e7cdb3f,stationery,59,477,3,2954,70,24,11
ff690568-0d79-420f-8931-bd94d04a8ff9,furniture_decor,35,339,5,4815,15,36,18
a691fdda-43c8-4787-b422-dc84aaee3f08,stationery,60,365,4,2855,31,21,46
3f70a1b2-3206-4ba3-9561-a5748b61d80d,perfumery,46,1117,2,1013,73,37,16
f0e2aa55-284c-4ab4-a5b2-df55caea5bfb,food_drink,46,479,1,1866,65,39,46
4d0e2acd-1dc8-474a-910b-41c16a5b54e4,baby,36,1309,1,1159,87,19,40
4f171a4e-e2d9-4970-9115-898bc6d93097,bed_bath_table,51,1904,2,4091,60,7,39
0e4b4dbf-cf41-40b1-b7e8-b0a436a7581e,stationery,46,773,4,3282,62,45,10
38529f46-69a3-418b-910a-d03273eb0a4e,baby,42,777,5,1368,24,17,48
39db7ebb-7538-4985-8533-af2da864a116,health_beauty,31,519,4,1048,70,12,25
ae405d26-e84f-42ad-b607-68a01ab01dc1,perfumery,44,831,3,4697,76,33,21
88be9288-07ad-45b1-84a0-5d77e756b705,sports_leisure,52,1266,5,3223,30,10,13
1f3a3502-bb1a-46bd-afae-a21da54720e0,watches_gifts,48,356,1,4234,56,43,12
d26b6c21-87e4-4dba-b0ad-73fb7ee50afd,furniture_decor,43,756,1,2899,26,24,44
245fed94-2ac1-4fd1-ab74-e7215b345ede,watches_gifts,36,282,5,816,20,50,23
5e4cdce6-1453-4cdb-9ec8-8633ee926321,bed_bath_table,52,1264,3,2909,58,12,25
17a61711-7256-4d7c-8c8a-22f6bada092a,bed_bath_table,43,474,3,4640,38,15,32
47e5df56-8e96-451a-aeba-6ad9ea88d27d,sports_leisure,38,1511,1,1214,100,48,44
5cdd0f45-3588-43f1-a80b-0996517e71e0,food_drink,56,1997,2,2846,60,29,46
4784259f-a86e-4ac1-b82e-98dcd0ce2457,telephony,40,1877,2,334,44,13,29
6ed5855d-2d1c-42b3-a571-5f31bd37414a,furniture_decor,39,535,4,3061,66,26,24
cc29a582-8167-46fa-a7e5-5d10e3a14f5d,stationery,45,1120,2,1395,65,47,38
d819a8d1-445d-4f54-827f-bc4b75ed76cf,telephony,60,1178,5,2280,37,48,31
adc01c1f-e3ea-46a8-a686-4e54ae269692,furniture_decor,32,1526,1,4667,85,20,42
7f49d0d9-1cc8-4f38-8c71-aae27f808dbc,auto,37,1724,5,705,46,21,14
29e1bb4c-f701-41f4-a48f-93b431a9b14c,perfumery,36,1100,5,862,23,33,14
d0dcb7a3-ef0a-4184-a5ea-3158dea43dfd,furniture_decor,40,1575,5,3455,48,31,10
876ef409-b106-4540-867b-0c70ad3c919f,sports_leisure,37,1642,3,2894,64,45,18
e01473df-5768-4c78-8bf0-1dcb6932317a,stationery,50,1350,2,3959,88,31,49
38f9faed-25c8-4224-9202-d65bbdf1de53,stationery,32,1568,3,1042,83,32,39
73f59a4e-767a-404b-b1d8-7c8fe7a9f866,perfumery,41,296,5,4988,77,21,42
667a6370-6e12-4255-93ca-3df021ce7ad0,stationery,44,1998,3,2099,90,5,50
30347270-681f-4528-92ec-03caae957e1c,telephony,56,373,5,4402,29,25,12
1c89a238-00df-4b6b-b7d0-da3231ea2821,auto,59,600,1,1503,100,15,26
a54cf489-0fdb-4768-a939-0c7f47561669,stationery,38,1287,4,2318,50,21,42
c3608f0d-eccc-430e-8bf0-afdbd3d17709,bed_bath_table,40,1199,4,1584,99,37,32
d0b6eada-5b6b-4e34-b344-a147a119ca40,housewares,54,1328,4,3385,92,33,11
eeb3ab22-7077-433e-904c-c4db270a4855,furniture_decor,53,244,3,2965,40,38,17
ed755494-064b-4edc-9019-05bf89797b17,furniture_decor,42,1196,2,687,29,47,14
a629ebb2-5352-4578-9e13-ab9cefa107ee,sports_leisure,48,441,3,4796,70,6,18
0bae6d2b-fbec-45d5-a885-629484e69ef9,health_beauty,44,1667,2,4313,71,46,43
26e85cb6-ebb7-46cc-867b-30d1094f5166,sports_leisure,58,309,1,2833,94,32,44
2d9d4bd8-aeb2-498c-9b38-c2f27bdd42e3,perfumery,38,802,5,3676,23,38,42
4f26fedb-10d2-4a32-a0c6-270ababfbd99,housewares,41,1043,4,2664,16,49,37
a99e0f9b-768e-4f58-91dd-aa9d2fb1eb40,computers_accessories,33,1000,1,2443,64,19,35
1eb2c170-31e2-4719-b203-4fe7d8c024a9,watches_gifts,35,751,4,3404,53,34,40
4d167503-9aad-4ae8-86c6-b8c26ce87f51,computers_accessories,48,735,1,1544,70,49,13
b13a8dc7-92db-4951-b7b8-895a3a099c80,furniture_decor,36,1344,5,4312,76,39,29
eb210c92-c4ec-4f3a-9f98-50b1cab0d331,bed_bath_table,59,1971,4,1135,74,16,42
87723818-65e3-4112-8358-26a537b5ba07,sports_leisure,43,1046,5,4322,95,49,26
163b7284-b1b2-4b70-a0a6-e38ece5e137f,telephony,60,1392,4,869,55,42,45
e88f12a4-2a1b-41ed-be53-0a7e7e8f7fe9,baby,56,371,3,3662,28,21,37
32b7b456-1f22-4194-b2ce-3db108fb27dc,stationery,37,1600,4,3082,33,23,29
59df5bb2-588a-4de7-9f57-dbfc60ca13d1,sports_leisure,45,1211,1,3397,55,28,35
c68b751f-84a2-492d-a777-fe38b58d4c97,bed_bath_table,32,1289,3,4882,57,24,33
b8895a75-e80f-48fb-ad0f-0209640933ec,watches_gifts,30,665,5,2383,79,11,17
2fbd9d23-a516-4cda-99d6-bf8506dba492,housewares,37,1175,1,3889,40,30,22
db1f3973-a194-4347-b9eb-ce1f935b67b4,baby,47,1755,4,4180,54,23,12
580e60e4-3f02-4521-88ba-52267c115895,watches_gifts,39,1230,3,1536,77,13,42
f76361e6-5f9f-4701-b819-544a20b8d865,bed_bath_table,41,1648,4,4867,25,16,42
e4ac1e29-d3c6-456c-9a2c-fba89d88e7a4,health_beauty,51,1373,3,153,66,38,31
3694d78c-aed1-45c9-a8c6-2c4ddc1c4e12,furniture_decor,60,873,1,677,99,40,21
2b42023a-25fa-4457-bc10-cbcfe8d7ea29,furniture_decor,36,1960,3,271,49,7,16
c556f034-b177-4184-a3d2-e30b26994648,auto,56,1499,3,2540,46,41,45
b3060396-3a12-4631-b154-63eed08ef8b5,baby,55,812,1,2908,27,10,30
85afb75b-e4c4-4071-b0aa-a9ae9daeceaa,computers_accessories,48,1539,4,278,22,10,45
005d55a8-2c9f-4705-9ba0-e3999a77c01f,housewares,53,1300,5,3271,94,30,27
79432f6f-da55-4d25-9d14-4588498e6ba4,stationery,48,1517,2,3641,37,41,45
e4f786ab-d40b-4487-b188-bd6ab0f1d209,sports_leisure,46,1599,2,4892,94,39,27
c827e447-38d8-4484-94e3-84a3c81e4c13,sports_leisure,39,1070,3,958,56,46,50
3a04e4d7-2113-4ce0-b9ba-7d2f5aa249bf,auto,51,1680,2,3278,86,34,35
81dcd57c-164c-4f2f-ad44-2c3f6c589836,housewares,43,1348,4,1840,50,19,22
7833eece-08e5-4d83-b8d4-866f599a20f1,bed_bath_table,44,364,3,4841,43,16,47
0c884f7b-e84b-4c55-9775-971065a815a3,computers_accessories,52,689,3,2068,43,6,29
0ba9ee1e-7588-4aa1-b9e3-35438d1d37a3,bed_bath_table,54,1985,2,1964,62,41,47
9b6d272f-639b-4651-affb-e85782ee6e08,housewares,50,1652,1,2986,78,29,38
1eec4d0d-f5a8-4dd7-89b4-9d097f720ffc,health_beauty,54,1288,3,1450,46,8,35
288c91cc-ce92-4021-8173-5a2ac3b5b2bd,bed_bath_table,48,1606,4,4365,36,16,40
6191ee64-332c-4cc7-9a81-9b74d46b78f3,telephony,32,599,2,225,91,42,34
7dcbe113-039f-446b-9942-74cf09e002f0,baby,57,1326,5,2812,88,42,50
198af6fd-657c-4801-a7ed-b5db1feb1cf5,watches_gifts,32,1904,4,3035,34,50,44
f3c01d85-d867-41f3-a512-04385aae363d,furniture_decor,32,217,5,2179,48,7,25
38e61f15-8dba-4c36-bb01-00d9d2d93182,housewares,46,1873,3,4198,80,35,16
ad8264e3-8eeb-4a03-b676-831fe498446d,food_drink,36,783,2,639,100,10,24
2ed18d37-f63f-463f-a1d2-9dff8f6a9f1b,stationery,38,719,1,4070,17,23,26
dbe9664c-f6b2-41f3-96f2-af16b4c21dd6,housewares,46,1350,2,1871,83,7,40
d78127e8-cb33-44d7-aa8d-6f817e34edc3,furniture_decor,53,986,5,1033,40,18,42
b51b8a05-ec4c-49cd-af4b-3d1aa1592b44,auto,49,678,3,3139,93,35,19
dc0a1c8e-88bc-4600-831b-800ac3155e4b,health_beauty,32,1003,1,3550,66,5,24
7a7d6d78-670c-4da1-8783-870a421e0683,baby,39,1445,3,2024,47,10,25
c0f5de46-714f-4be5-9306-19e43347216c,bed_bath_table,40,523,2,504,75,25,28
35b6c692-2528-459d-a18a-cc31433d65c2,furniture_decor,46,754,3,4376,66,18,12
37790ead-f6d4-417d-b849-0b53facc2e35,telephony,33,391,5,4293,25,16,21
271bb0ac-fb83-4299-b0db-a7b4fb6e5531,housewares,58,1807,3,2891,48,32,29
eb6db35f-2950-44bb-b3c8-e316244226d7,housewares,45,639,4,2929,15,37,35
a27e5970-0452-4a51-8223-c495b64a46f5,health_beauty,31,322,4,1297,92,5,23
4ac2ee89-9b80-4a19-811f-22401b2b5f8b,food_drink,49,380,1,4942,83,41,14
589a691e-276a-4d9a-bf44-745940f62c58,bed_bath_table,38,1810,1,4685,93,11,17
dbaa1aa2-ab9c-405d-bd8a-2b0a8f6a201a,perfumery,47,1731,4,2468,60,16,45
b7a49237-277f-4725-90ea-31debd95c7f5,perfumery,52,1060,5,3111,67,14,32
af71a929-fda5-41d1-aa3d-b493d0d0d99d,baby,34,552,2,541,23,32,19
2dbb3bdf-2f23-4d87-9c38-3057a19f304a,computers_accessories,32,605,3,956,53,34,15
67afdfd7-5a8e-42f5-b556-b55cbbf7f858,computers_accessories,60,387,3,2344,77,23,44
d2308588-2edb-4d89-a084-d6710ea20820,baby,34,1761,2,1080,18,40,17
fe390df5-fe2e-4066-9e30-d1d6e37001f6,furniture_decor,45,650,2,1904,97,24,10
a7f57ee0-5f20-4033-b608-428a56689e24,food_drink,45,1267,4,2301,91,11,13
3e03a5ea-63bd-416b-a674-b2ca0c9f82ad,food_drink,60,212,1,154,98,24,25
ca54c1d7-a2ab-4713-a5a7-9d2fd5471932,perfumery,46,208,5,1892,68,33,20
cc7a1886-dd4f-4de8-ba91-e144b8d8e96c,auto,36,1259,5,4190,41,47,29
a5d339af-dae6-421b-9111-39c13ea0dd43,food_drink,56,902,4,1929,64,26,25
4584b215-0e30-40b6-8815-251c1d5f9ff2,health_beauty,32,1273,5,1380,36,43,48
7de50d45-cb00-4bbf-af05-45d36595fa90,sports_leisure,34,314,5,2601,63,27,15
3c7f1fd1-d3e2-4347-9ac3-396746997fc2,furniture_decor,46,1471,2,4803,16,15,25
50b4927c-ab43-4d83-bc4e-1b98019db91e,sports_leisure,30,1714,4,4991,70,9,31
f324a4fd-8f13-42bb-9b55-667b3aa74acf,telephony,40,388,3,2722,80,40,25
a73830e8-1f3d-4200-85ac-f2754e0d4d6f,telephony,39,1573,2,1522,17,31,16
037825ba-2603-48cd-92ee-f7f28fca9026,perfumery,49,1780,3,3546,20,6,21
3841a305-125d-4ccd-a8f5-314fe37355f3,stationery,57,599,4,147,39,34,36
66bb1d3c-2cad-402a-a2a7-65d3c6573806,perfumery,41,1812,1,4580,64,50,31
c8d7f25c-823b-476b-8ead-4e04a93dbf91,baby,53,244,3,1703,62,12,43
3aaf6187-6638-4b25-a9f9-f36c496d4895,telephony,53,1186,4,2254,72,5,48
793909cd-b858-4767-9403-1364922731e9,bed_bath_table,41,306,1,3612,32,10,35
1031a582-62d8-44ee-9d89-378ca82762b4,housewares,30,1246,4,274,21,22,14
ca6edd5a-46df-40fb-bb01-e392505739f3,telephony,39,1427,3,4025,57,40,42
51840088-5c8d-4e9d-8b87-472479e49119,baby,43,703,5,3954,42,44,11
cc9dc19c-129d-4fde-9194-d072405d861c,bed_bath_table,34,1088,3,108,98,6,32
a8e15405-a04f-4f5c-afd1-0af82c9d9b63,food_drink,49,534,3,2726,26,22,40
6d9935f0-1623-4b47-9e48-15f7113a19a0,bed_bath_table,42,238,1,3693,22,46,16
126ff5ed-4485-460d-b86a-d0f8fa33dec0,health_beauty,38,1533,4,1974,66,21,47
eb167eb0-c434-4170-90f4-372413d69792,computers_accessories,46,915,4,218,60,26,23
6da2c9e0-5477-4e31-979b-ca3cac58d464,health_beauty,42,1137,3,1834,18,18,32
eeefb65f-91cf-4235-8454-04204588d5c7,bed_bath_table,50,207,5,2637,94,40,17
b88cacbc-9383-4057-9761-0223aba78b51,health_beauty,50,1821,3,671,46,18,33
36262c14-fc19-4ebc-97a9-2b57603fea1d,furniture_decor,44,867,1,776,30,10,22
8c102bc1-736b-4385-922f-b6b097477da7,furniture_decor,54,474,1,4565,65,45,43
2f532a9f-ce0a-41dd-9b95-ae5e7f2487bc,furniture_decor,59,1842,5,86,53,11,14
0022994c-cdad-4736-ba27-2eb30f6924f3,stationery,43,501,5,4922,17,8,13
40ed4d57-04a6-44f3-a318-30a3cfab07f4,baby,45,849,4,3435,26,31,37
2886115f-f9f4-4bcd-af41-bc232b31b5e7,watches_gifts,47,523,3,3737,42,38,33
9f6c807f-1234-4672-83d1-1260aaaa7602,health_beauty,41,1848,4,266,33,19,14
18999d8c-7f02-471b-a6eb-5efaddebaa54,watches_gifts,47,691,3,1534,89,34,43
16fd7c70-a960-4d87-ba9d-64d422cdf6a0,health_beauty,39,468,1,3056,91,21,47
f0d851ad-12c3-4d13-8eb7-13272650d902,furniture_decor,48,1376,5,1005,82,21,11
c07c5f32-3e5f-47f5-9252-a62033a83451,auto,39,704,2,3214,21,15,13
f256aa65-e7eb-4bae-ae14-3f9db7696e0e,sports_leisure,46,586,2,671,93,25,48
882fdc64-7677-450f-a74d-fb859ecc4181,health_beauty,36,896,5,1846,68,11,25
67ee87f2-7433-405a-a5b3-3e2e910813b5,telephony,32,1851,2,1787,60,44,47
85f1bc46-f473-4db4-90ff-3e09094d4b8a,telephony,38,925,4,808,68,27,38
2a3bb73f-12fe-45f5-b732-d5fe797d3028,health_beauty,31,564,4,4970,64,34,20
7bdf1546-e4a8-444f-bd94-a6ce6d2616e2,bed_bath_table,58,1722,5,3745,80,20,19
9a18e0e8-cc42-42cd-9474-849f3b38102b,housewares,32,1390,3,3937,55,19,29
21c106e7-2f74-4072-853e-e9f9fc2edb04,furniture_decor,43,1135,1,305,72,20,35
acc9874d-63af-41a4-a6eb-b88c7016e105,food_drink,31,1341,3,4512,60,32,50
f58a7328-75db-4c81-873f-df7fc3bf7d44,telephony,31,1330,1,1180,46,40,38
f6bddf6e-93a7-4138-b209-331456d07ef3,food_drink,33,685,5,1555,53,42,32
79a3b6a8-9f23-41b5-88e6-5e9687c97761,bed_bath_table,36,1186,4,3296,68,10,45
5a37fe11-6b9c-4d7c-8b71-3ce4a6145f1b,bed_bath_table,41,1884,2,4504,70,28,34
ef9bb09b-a32c-4eae-9735-7f9d3cbb32de,bed_bath_table,37,1164,5,1150,57,6,17
af581559-a186-4f6f-b0d2-0481353fce99,sports_leisure,35,1225,1,1783,68,43,22
b2c2b691-ea74-4216-a66d-8edc9258b0c0,computers_accessories,53,230,3,2172,90,37,43
1d8385f3-33f8-4f8c-8f0b-6127b166681c,baby,43,519,3,1290,85,23,36
c51c5229-a145-476d-9779-5b669a452aca,sports_leisure,54,726,2,985,83,36,44
30396a9f-4f0b-4593-942d-439361d9e819,housewares,45,869,5,4964,64,31,47
ac0fa13a-8332-41b9-b42d-157f07e79181,stationery,53,1626,3,3623,41,20,42
a30e1e97-9406-4f23-891f-8d86b99eec19,bed_bath_table,59,1141,5,4202,94,29,13
1feba1e7-3bb1-491b-ae83-2bbe55ba1dfe,computers_accessories,49,1872,5,3135,36,22,38
1efd393b-2896-4c25-8bb1-bad8250d235f,computers_accessories,41,612,5,3300,80,38,12
d7981e8b-5a1a-4461-91ba-91f9960a3974,baby,37,1230,4,2533,87,42,12
7c7d7f90-595e-4944-864b-e810060556e8,food_drink,42,1400,1,3357,38,39,36
fe418620-45b4-413e-a0cd-8424cebbdf91,bed_bath_table,32,319,2,757,39,30,29
74c2a11d-a3dc-496e-9023-69ab4864d025,health_beauty,30,332,4,2665,74,37,19
7add3695-48ba-47a9-abf1-f6a4ccaeb64c,furniture_decor,43,1294,5,1941,29,6,32
004e0721-0cc8-4a21-b601-e5b201c363cd,furniture_decor,37,1911,3,4833,25,30,30
8faee492-f7d9-4605-abbd-cd3d23e96b81,health_beauty,45,1881,2,2645,73,36,42
4f26de21-4e61-4e34-a548-dfc876da3747,stationery,35,1017,4,4420,99,20,45
6f6d18c6-c334-43e0-aa56-6d798b75190c,stationery,55,1764,2,1869,36,31,22
928888f6-4c38-415a-a6a2-47b77f14d81c,telephony,48,358,1,2695,65,32,10
ec6123eb-733c-4dee-97d4-798672a4bac6,watches_gifts,54,1745,1,3711,23,41,48
16ca7742-f0e5-4458-a283-23794f3c0388,bed_bath_table,51,1775,3,593,88,21,15
62ba6966-3388-4f1b-90f3-83cd6b775489,perfumery,42,328,3,4981,67,13,14
b0cce109-6d37-4680-98f9-9bf7e3f9899a,computers_accessories,54,676,3,4464,49,19,14
db9f658f-41c6-444b-88a5-75c4fd987761,bed_bath_table,50,1060,5,480,71,8,17
681de32b-05e6-4708-8874-688e54a3e5ae,computers_accessories,38,1777,1,2185,52,32,27
b2f3bc00-5092-4470-9a5e-6d183e881490,housewares,33,211,4,1613,17,11,11
09a27373-32fd-4344-b862-f1cf3878a369,baby,49,1067,1,1468,55,24,20
f99cf98f-62d8-4220-bd36-a04a96bfbee0,auto,35,693,2,3038,77,9,16
9dd03cde-6d37-45e8-90a6-dffe45bbfb02,food_drink,49,1086,2,301,28,42,12
70fe3e06-76e3-4e8e-b67f-b3522fbc9834,stationery,38,1775,5,2745,78,15,29
a28eaff6-e1fa-47e4-9c23-0f19143e77c2,sports_leisure,52,380,1,2792,87,20,43
23299406-5bac-4279-a66b-3d8390c031a8,perfumery,31,1060,4,2236,91,26,16
39057fc0-6151-46ed-b229-7aff91be48c3,bed_bath_table,41,1060,2,200,86,9,44
b1d94480-0caf-4144-b4b5-1e6552335cad,computers_accessories,56,485,1,4062,87,40,17
b8116c26-7748-4b6b-97f3-d71d5ef75904,food_drink,47,641,3,879,59,37,48
598a2bd1-5e35-4247-ade3-153d020978dc,stationery,56,566,4,553,16,38,45
293dffae-876d-4b13-a958-d9ab1c30f3f5,stationery,36,227,5,4738,51,50,37
34d4ab34-aca6-4d4b-a9dc-ce117671b52a,auto,53,1216,4,1094,25,37,46
fcc966c6-3c19-4f42-8cb9-c5c66d33758b,telephony,33,904,5,1791,40,50,44
9d347254-5063-417d-9a73-8817140f9b24,watches_gifts,34,1660,4,1072,64,44,24
9eea7337-8646-45c1-aa89-cc6d4a3c2fe2,food_drink,56,606,2,3218,34,40,12
91e610dd-d72a-4f11-8f41-5cf0d99598fb,computers_accessories,38,834,5,2848,42,42,34
64ba82bf-9c99-42bc-95dc-b8a8c37180d4,baby,34,283,1,154,55,43,30
69f876b9-481d-47d0-ac2f-b9e659432772,health_beauty,45,1905,3,2577,62,18,50
4c6ced6d-3f7d-4313-af43-8da3a84f3d75,food_drink,60,285,5,1108,64,28,28
43006c97-c0f3-4eb1-9495-9740f8ed8b6a,bed_bath_table,49,597,2,1743,66,46,32
ec606353-f12d-4edc-a6b0-3b0ddfe9a6ee,health_beauty,47,673,4,4152,63,17,26
4eb13673-38ae-4b31-becd-e24c4acafd79,baby,52,1679,3,1587,19,49,24
12afbaeb-c91a-42f2-81e4-d392b5836d91,watches_gifts,42,756,5,2940,34,19,40
9cab2954-4e2b-452e-a58d-55cbcaad515c,auto,43,1866,1,4521,87,38,27
