geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
42530,-2.56052,-60.376809,cidade 1 al,AL
89471,-16.972021,-66.639501,uberlandia,MG
89471,-27.862346,-71.311022,uberlandia,MG
39581,-6.999114,-60.870033,cidade 3 ma,MA
69049,-30.725851,-50.296856,cidade 2 am,AM
69049,-33.637795,-41.727103,cidade 2 am,AM
87139,-18.964399,-48.361479,cidade 2 al,AL
87139,-2.202871,-50.216287,cidade 2 al,AL
84531,-26.932102,-42.879979,cidade 2 pi,PI
23006,-4.573686,-62.258524,cidade 3 ms,MS
23006,-25.825625,-66.219089,cidade 3 ms,MS
91987,-4.962393,-67.591126,cidade 1 al,AL
91987,-23.286679,-73.58262,cidade 1 al,AL
20641,-2.659787,-64.327257,maringa,PR
82350,-4.040264,-44.678665,porto alegre,RS
82350,-2.479043,-42.019798,porto alegre,RS
82350,-30.839964,-69.980912,porto alegre,RS
63545,-3.081433,-46.603985,rio de janeiro,RJ
63545,-19.12774,-43.821686,rio de janeiro,RJ
71592,-31.470975,-51.24844,sobral,CE
71592,-12.106623,-59.895734,sobral,CE
71592,-15.26183,-40.570363,sobral,CE
47762,-18.4794,-64.81032,florianopolis,SC
47762,-10.996915,-55.128527,florianopolis,SC
69510,-19.85637,-48.174274,cidade 3 es,ES
69510,-29.63193,-52.322326,cidade 3 es,ES
44675,-32.372059,-38.750239,rio de janeiro,RJ
87304,-23.049037,-59.397973,cidade 3 am,AM
65723,-8.325038,-39.695683,cidade 1 pb,PB
94886,-17.217553,-47.059435,belo horizonte,MG
94886,-1.940219,-64.889378,belo horizonte,MG
94886,-17.532158,-64.700833,belo horizonte,MG
28643,-6.18944,-62.158272,uberlandia,MG
28643,-12.089446,-45.773172,uberlandia,MG
28643,-4.702449,-54.046621,uberlandia,MG
50319,-32.719434,-58.11121,rio de janeiro,RJ
47828,-9.423605,-43.246192,cidade 3 ma,MA
49857,-9.108145,-51.826597,caruaru,PE
49857,-13.229578,-59.159021,caruaru,PE
75597,-8.366864,-63.157124,cidade 2 pb,PB
75597,-5.678186,-51.199931,cidade 2 pb,PB
75597,-28.957665,-50.055769,cidade 2 pb,PB
20543,-9.269978,-70.397425,cidade 2 pa,PA
52247,-25.096694,-63.630609,cidade 2 ma,MA
21970,-12.95383,-42.947573,cidade 1 ms,MS
85392,-32.080662,-50.3598,maringa,PR
85392,-18.088934,-38.723167,maringa,PR
98117,-15.1,-45.049606,cidade 1 ma,MA
15273,-18.191772,-39.693272,cidade 3 rn,RN
15273,-30.650899,-37.495875,cidade 3 rn,RN
15273,-26.738364,-67.994956,cidade 3 rn,RN
71669,-13.829403,-66.393987,cidade 1 am,AM
71669,-9.258442,-35.897245,cidade 1 am,AM
71669,-5.265775,-38.05455,cidade 1 am,AM
46458,-21.778686,-73.799167,cidade 2 pa,PA
67132,-2.994631,-47.407157,pelotas,RS
67132,-21.828078,-60.239377,pelotas,RS
67132,-24.072446,-35.415412,pelotas,RS
21959,-19.663178,-35.284229,cidade 2 ms,MS
53687,-10.34359,-35.697129,caucaia,CE
31079,-32.587685,-64.614374,salvador,BA
31079,-23.675424,-36.093344,salvador,BA
31079,-32.705038,-40.100705,salvador,BA
74942,-11.666457,-46.647928,ilheus,BA
74942,-5.593467,-53.536315,ilheus,BA
82102,-7.735511,-43.840286,joinville,SC
51224,-7.210515,-38.603242,sao paulo,SP
62976,-4.059784,-57.623171,florianopolis,SC
96200,-17.756705,-66.235236,cidade 1 mt,MT
96200,-30.393892,-39.399694,cidade 1 mt,MT
64165,-4.30634,-60.448325,cidade 2 mt,MT
57419,-22.964344,-49.213899,nova iguacu,RJ
57419,-12.523176,-49.528393,nova iguacu,RJ
57419,-15.033012,-44.239618,nova iguacu,RJ
91973,-14.473912,-36.022294,cidade 2 ms,MS
91973,-14.439027,-40.96018,cidade 2 ms,MS
36680,-7.8818,-72.054785,recife,PE
36680,-5.783629,-64.713717,recife,PE
36680,-24.242831,-54.736896,recife,PE
47752,-23.461083,-46.555032,florianopolis,SC
47752,-29.538712,-38.367161,florianopolis,SC
73532,-2.101873,-62.067205,olinda,PE
73532,-13.206332,-43.16051,olinda,PE
89806,-4.596339,-35.188031,contagem,MG
30758,-20.116379,-53.574122,cidade 3 am,AM
82384,-9.270789,-60.593188,salvador,BA
24871,-26.700944,-44.891932,recife,PE
24871,-33.117162,-58.846449,recife,PE
24871,-26.910149,-62.194054,recife,PE
94896,-6.418433,-66.251635,fortaleza,CE
94896,-25.083902,-50.136564,fortaleza,CE
94896,-26.995361,-71.600083,fortaleza,CE
48254,-20.326084,-36.914499,cidade 2 rn,RN
48254,-21.696874,-60.810535,cidade 2 rn,RN
48254,-7.727753,-35.407358,cidade 2 rn,RN
64459,-22.110377,-66.898483,cidade 2 pa,PA
41946,-2.523013,-44.769764,cidade 2 rn,RN
41946,-3.755753,-47.423084,cidade 2 rn,RN
60277,-16.038694,-40.334259,fortaleza,CE
60277,-12.806321,-46.982186,fortaleza,CE
60277,-2.402935,-73.218113,fortaleza,CE
76616,-1.582924,-54.527688,pelotas,RS
76616,-25.149265,-63.097637,pelotas,RS
19150,-23.026088,-59.969561,cidade 1 es,ES
19150,-1.698648,-47.188655,cidade 1 es,ES
19150,-15.283485,-65.676547,cidade 1 es,ES
54548,-24.565088,-40.923331,joinville,SC
54548,-4.879994,-48.929793,joinville,SC
54548,-19.149905,-42.900333,joinville,SC
45018,-30.47832,-38.254093,cidade 3 al,AL
45018,-15.426399,-59.448439,cidade 3 al,AL
49132,-30.529923,-73.84252,cidade 2 rn,RN
49132,-17.127097,-43.554324,cidade 2 rn,RN
49132,-31.322927,-58.398812,cidade 2 rn,RN
96499,-17.627074,-47.029634,cidade 3 rn,RN
96499,-13.529612,-47.386067,cidade 3 rn,RN
68529,-28.687894,-35.492549,fortaleza,CE
68529,-4.181999,-60.908281,fortaleza,CE
53573,-6.229023,-59.091592,cidade 2 pa,PA
53573,-5.427127,-72.224861,cidade 2 pa,PA
53573,-11.250221,-66.504809,cidade 2 pa,PA
59441,-29.035755,-73.352208,cidade 3 ma,MA
59441,-1.509243,-53.772216,cidade 3 ma,MA
34727,-16.54583,-35.304764,caucaia,CE
34727,-23.152038,-38.254732,caucaia,CE
34727,-16.263501,-49.093937,caucaia,CE
84946,-17.100327,-66.084063,cidade 1 pi,PI
84946,-10.603741,-36.342123,cidade 1 pi,PI
15720,-27.507174,-72.973053,anapolis,GO
59968,-18.470792,-44.51544,feira de santana,BA
59968,-28.745039,-59.50253,feira de santana,BA
95461,-8.179414,-57.888002,rio verde,GO
95461,-12.948579,-61.940642,rio verde,GO
95461,-22.240761,-46.846516,rio verde,GO
14852,-25.560111,-55.96271,cidade 2 pi,PI
14852,-15.895696,-42.472153,cidade 2 pi,PI
53515,-2.205736,-45.638281,contagem,MG
53515,-22.424878,-48.33523,contagem,MG
23069,-33.239478,-71.659809,cidade 2 mt,MT
23069,-31.377736,-69.951794,cidade 2 mt,MT
12011,-6.422689,-58.796098,cidade 2 pa,PA
12011,-17.73519,-72.590872,cidade 2 pa,PA
12011,-32.498309,-63.102543,cidade 2 pa,PA
95823,-23.867227,-48.204667,cidade 2 es,ES
95823,-10.323389,-43.755478,cidade 2 es,ES
71537,-29.334197,-66.380931,cidade 1 pi,PI
71537,-25.597961,-37.723064,cidade 1 pi,PI
71537,-33.428903,-45.547197,cidade 1 pi,PI
54375,-11.78818,-67.432332,cidade 2 am,AM
54375,-23.143442,-64.163842,cidade 2 am,AM
95175,-21.258456,-61.263223,cidade 2 ms,MS
95175,-22.035074,-70.837792,cidade 2 ms,MS
95175,-25.013558,-37.272379,cidade 2 ms,MS
98389,-2.661577,-44.060671,niteroi,RJ
98389,-8.519737,-35.679592,niteroi,RJ
98389,-16.191066,-71.505296,niteroi,RJ
51505,-13.927467,-48.041616,cidade 2 mt,MT
80912,-22.933542,-50.877408,cidade 2 ms,MS
40771,-17.671042,-57.035399,sao paulo,SP
39817,-30.59152,-40.625716,cidade 2 ms,MS
22903,-2.384442,-67.73979,cidade 2 es,ES
22903,-9.470645,-72.422646,cidade 2 es,ES
22903,-20.578995,-60.497034,cidade 2 es,ES
23173,-3.615119,-57.817144,cidade 3 am,AM
49251,-29.445615,-58.728852,olinda,PE
52516,-1.521602,-51.86414,cidade 1 al,AL
52516,-17.024647,-38.050444,cidade 1 al,AL
56984,-31.750765,-70.888663,cidade 2 am,AM
56984,-28.380288,-65.805066,cidade 2 am,AM
56984,-2.138821,-73.003393,cidade 2 am,AM
42007,-19.011362,-41.619374,goiania,GO
42007,-22.806512,-59.48466,goiania,GO
99364,-12.687607,-38.487766,cidade 3 pa,PA
99364,-27.667657,-52.459426,cidade 3 pa,PA
32946,-7.898239,-35.407401,cidade 1 am,AM
32946,-21.160151,-61.879448,cidade 1 am,AM
32946,-24.222172,-61.885273,cidade 1 am,AM
91226,-4.923006,-67.049059,niteroi,RJ
91226,-17.37859,-44.576293,niteroi,RJ
86435,-12.302532,-48.752811,cidade 2 pb,PB
86435,-23.564841,-66.091184,cidade 2 pb,PB
93611,-1.535638,-45.341817,uberlandia,MG
93611,-8.547981,-73.367799,uberlandia,MG
93611,-10.11713,-59.54193,uberlandia,MG
97404,-9.045474,-37.924957,joinville,SC
97404,-2.36508,-67.573201,joinville,SC
97404,-12.993203,-56.852666,joinville,SC
47700,-20.868732,-60.943872,campinas,SP
19681,-17.813684,-70.54583,cidade 1 pb,PB
19681,-11.085303,-54.722967,cidade 1 pb,PB
87014,-24.44004,-37.758813,caruaru,PE
87014,-2.904371,-41.34228,caruaru,PE
42780,-14.86887,-38.070386,joinville,SC
42780,-4.202289,-44.920763,joinville,SC
36111,-17.26141,-41.161581,caucaia,CE
36111,-5.429213,-59.310773,caucaia,CE
36111,-22.842305,-52.324241,caucaia,CE
23979,-22.159579,-35.790512,cidade 2 pi,PI
23979,-21.811964,-49.552272,cidade 2 pi,PI
23979,-25.43167,-49.38746,cidade 2 pi,PI
57049,-29.251389,-54.978972,maringa,PR
48696,-15.880405,-68.365365,cidade 3 ma,MA
61879,-18.210684,-48.754405,guarulhos,SP
61879,-28.158276,-52.991621,guarulhos,SP
61879,-12.280107,-73.020455,guarulhos,SP
99889,-13.763848,-48.737126,blumenau,SC
89482,-1.755788,-58.887221,cidade 1 am,AM
89482,-8.669667,-48.337541,cidade 1 am,AM
40162,-10.476494,-68.206672,cidade 2 es,ES
38705,-13.508624,-41.016552,cidade 2 ms,MS
38705,-17.043082,-69.551528,cidade 2 ms,MS
42850,-30.253927,-59.710706,cidade 3 ms,MS
96400,-29.26889,-59.320504,cidade 3 pb,PB
96400,-31.744008,-71.535914,cidade 3 pb,PB
92345,-24.635729,-71.345108,cidade 1 pb,PB
94717,-33.208781,-69.476958,nova iguacu,RJ
14373,-24.601372,-62.077432,campinas,SP
27224,-27.727288,-62.87394,cidade 3 ma,MA
27224,-18.68139,-55.205154,cidade 3 ma,MA
52823,-5.439887,-72.813541,niteroi,RJ
52823,-6.295353,-60.769555,niteroi,RJ
52823,-4.360437,-68.500556,niteroi,RJ
36318,-4.902471,-36.138048,cidade 1 es,ES
57953,-3.259626,-68.938761,contagem,MG
31567,-9.782213,-51.872496,cidade 2 pa,PA
48684,-13.578713,-48.465372,joinville,SC
48684,-13.913822,-45.121191,joinville,SC
25095,-3.449879,-46.692996,cidade 2 es,ES
25095,-22.345359,-47.630425,cidade 2 es,ES
25095,-19.616061,-43.410769,cidade 2 es,ES
28449,-31.64448,-60.306451,fortaleza,CE
98647,-11.380888,-43.15719,cidade 1 am,AM
98647,-13.734484,-59.029796,cidade 1 am,AM
83048,-11.071253,-46.274019,cidade 2 es,ES
11824,-26.666149,-57.834687,anapolis,GO
69609,-3.158056,-56.582897,florianopolis,SC
98125,-13.804618,-62.847268,rio verde,GO
93695,-32.15853,-36.80158,joinville,SC
93695,-22.195361,-66.705048,joinville,SC
98452,-30.626644,-68.26829,cidade 1 al,AL
91205,-7.389723,-35.854229,curitiba,PR
91205,-10.049231,-68.332588,curitiba,PR
52992,-21.770368,-51.616169,cidade 3 mt,MT
52992,-26.484188,-48.526201,cidade 3 mt,MT
52992,-4.313926,-65.680063,cidade 3 mt,MT
94889,-30.93147,-61.992684,cidade 1 al,AL
94889,-26.846083,-58.014388,cidade 1 al,AL
94889,-2.146051,-70.991727,cidade 1 al,AL
49608,-9.841656,-49.601125,niteroi,RJ
49608,-12.237586,-61.880564,niteroi,RJ
28320,-4.267719,-57.73928,cidade 1 ms,MS
28320,-17.983995,-54.829444,cidade 1 ms,MS
49893,-14.202788,-53.292243,sao paulo,SP
22739,-14.964688,-38.807025,cidade 1 pi,PI
22739,-8.124635,-69.297774,cidade 1 pi,PI
22739,-17.74096,-38.60766,cidade 1 pi,PI
27781,-25.951984,-71.552875,maringa,PR
97881,-17.720571,-61.31112,anapolis,GO
80804,-3.474265,-53.732986,cidade 3 al,AL
80804,-33.362044,-58.168369,cidade 3 al,AL
30253,-26.909449,-39.880062,olinda,PE
22978,-6.550994,-60.648297,cidade 3 mt,MT
22978,-17.243722,-45.696715,cidade 3 mt,MT
22978,-24.474895,-59.185616,cidade 3 mt,MT
63492,-6.223168,-56.462182,cidade 3 rn,RN
63492,-7.458051,-55.848061,cidade 3 rn,RN
63492,-15.889046,-60.355902,cidade 3 rn,RN
14288,-16.931143,-72.998288,cidade 2 al,AL
68115,-11.293085,-49.381476,cidade 1 pb,PB
68115,-31.519785,-35.781205,cidade 1 pb,PB
68115,-6.406185,-53.231052,cidade 1 pb,PB
57537,-23.790072,-71.980889,recife,PE
57537,-28.656401,-54.844715,recife,PE
57537,-25.287712,-53.999726,recife,PE
58147,-28.20948,-61.902564,nova iguacu,RJ
58147,-26.236795,-50.149407,nova iguacu,RJ
57012,-20.585754,-57.17438,cidade 3 pa,PA
34878,-24.443067,-52.835541,niteroi,RJ
22015,-8.318128,-45.176281,cidade 2 pi,PI
22015,-29.929694,-52.842067,cidade 2 pi,PI
93819,-20.550098,-53.330186,cidade 3 pb,PB
16629,-17.880111,-56.675254,cidade 1 ma,MA
16629,-26.585599,-41.696096,cidade 1 ma,MA
16629,-18.724083,-50.904481,cidade 1 ma,MA
26505,-2.292002,-44.932581,cidade 1 am,AM
26505,-21.590805,-68.995797,cidade 1 am,AM
18992,-11.360923,-64.423968,cidade 1 am,AM
37152,-13.025246,-48.853018,cidade 3 rn,RN
37152,-6.906159,-38.568585,cidade 3 rn,RN
37152,-30.322891,-57.658077,cidade 3 rn,RN
53064,-6.08472,-69.172496,cidade 1 ma,MA
53064,-26.799982,-60.796707,cidade 1 ma,MA
10371,-8.910376,-49.152292,cidade 3 am,AM
10371,-22.604297,-56.766934,cidade 3 am,AM
10371,-18.946259,-42.340189,cidade 3 am,AM
27038,-18.832886,-43.25789,florianopolis,SC
27038,-31.728791,-38.966634,florianopolis,SC
27038,-12.965481,-41.352216,florianopolis,SC
24408,-13.031242,-60.708036,cidade 1 pa,PA
24408,-26.901732,-35.151402,cidade 1 pa,PA
24408,-31.399072,-66.242667,cidade 1 pa,PA
27275,-30.33015,-55.493432,cidade 1 pb,PB
27275,-2.642307,-50.918951,cidade 1 pb,PB
87182,-13.082443,-51.429242,sao paulo,SP
44782,-22.156711,-56.391106,salvador,BA
44782,-29.592147,-71.856392,salvador,BA
44782,-21.877318,-43.084563,salvador,BA
65176,-28.448572,-40.615396,nova iguacu,RJ
65176,-30.32124,-55.556381,nova iguacu,RJ
65176,-13.200661,-60.010991,nova iguacu,RJ
18330,-28.660782,-48.481751,cidade 3 pa,PA
18330,-23.750499,-67.812186,cidade 3 pa,PA
77271,-24.989938,-56.783347,caucaia,CE
77271,-28.711137,-44.793537,caucaia,CE
77271,-8.437908,-72.974464,caucaia,CE
76039,-32.043393,-71.051791,cidade 2 ma,MA
15683,-24.249975,-51.580306,maringa,PR
15683,-32.344595,-67.568444,maringa,PR
78347,-28.648775,-71.487492,cidade 3 es,ES
78347,-6.935351,-47.055154,cidade 3 es,ES
14082,-24.701424,-55.862062,ilheus,BA
14082,-32.178697,-57.822188,ilheus,BA
14082,-2.995736,-56.730366,ilheus,BA
62640,-32.616352,-51.473111,niteroi,RJ
62640,-1.680501,-35.807115,niteroi,RJ
74260,-15.193749,-58.661818,recife,PE
74260,-6.585471,-49.574713,recife,PE
74260,-8.208209,-71.584929,recife,PE
19632,-33.665446,-45.423925,cidade 2 es,ES
19632,-32.353852,-38.960785,cidade 2 es,ES
19632,-21.158951,-49.330878,cidade 2 es,ES
89730,-10.417732,-35.545459,cidade 2 mt,MT
89730,-4.136675,-53.57439,cidade 2 mt,MT
89730,-24.897266,-60.166612,cidade 2 mt,MT
46046,-20.879482,-51.207392,belo horizonte,MG
81874,-31.36826,-38.495963,cidade 3 ms,MS
81874,-32.81973,-72.60005,cidade 3 ms,MS
88301,-28.188355,-52.873237,cidade 2 es,ES
88301,-21.577895,-58.107069,cidade 2 es,ES
88301,-32.598858,-71.61358,cidade 2 es,ES
76263,-29.055819,-36.927713,cidade 2 pa,PA
76263,-30.580102,-59.723234,cidade 2 pa,PA
24996,-2.587275,-55.669704,cidade 1 ms,MS
24996,-29.675132,-59.186367,cidade 1 ms,MS
24996,-14.635226,-66.907637,cidade 1 ms,MS
82264,-20.529857,-60.710647,cidade 3 mt,MT
82264,-19.797773,-64.736691,cidade 3 mt,MT
82264,-3.036968,-47.361094,cidade 3 mt,MT
66370,-24.9634,-66.93484,cidade 1 es,ES
64239,-17.70301,-72.074946,fortaleza,CE
62262,-26.691275,-43.009912,feira de santana,BA
62262,-32.238418,-56.092675,feira de santana,BA
50966,-28.339188,-51.950902,recife,PE
43408,-13.741865,-36.781837,olinda,PE
43408,-5.586892,-38.219884,olinda,PE
72163,-27.482945,-58.251647,goiania,GO
72163,-3.583509,-67.472238,goiania,GO
72163,-10.197812,-72.610547,goiania,GO
22219,-8.707781,-35.406876,rio de janeiro,RJ
22219,-11.382215,-55.477203,rio de janeiro,RJ
58843,-19.157955,-65.555094,olinda,PE
58843,-17.463997,-39.675803,olinda,PE
58843,-31.847472,-69.840203,olinda,PE
17861,-32.631323,-60.212218,cidade 3 rn,RN
83620,-3.523719,-68.019616,cidade 3 ma,MA
83620,-26.985542,-65.199417,cidade 3 ma,MA
83620,-3.860327,-67.472004,cidade 3 ma,MA
63845,-18.665732,-60.784863,salvador,BA
65435,-24.44529,-53.400686,rio verde,GO
65435,-32.731881,-48.368241,rio verde,GO
16743,-27.656165,-63.00451,cidade 3 mt,MT
16743,-11.69517,-58.294322,cidade 3 mt,MT
16743,-25.61381,-72.545443,cidade 3 mt,MT
50953,-3.781564,-46.025286,cidade 3 pi,PI
76507,-30.313987,-45.593079,rio verde,GO
76507,-21.864313,-49.227857,rio verde,GO
73201,-18.613217,-64.217599,maringa,PR
55890,-14.70838,-55.568801,curitiba,PR
55890,-29.427528,-39.181494,curitiba,PR
55890,-24.07994,-59.007761,curitiba,PR
25058,-21.247449,-41.475844,cidade 2 rn,RN
25058,-9.220632,-61.705883,cidade 2 rn,RN
25058,-12.078622,-71.051157,cidade 2 rn,RN
39643,-2.525466,-40.379519,cidade 3 am,AM
91490,-9.221668,-48.516497,cidade 3 rn,RN
91490,-21.854195,-62.414217,cidade 3 rn,RN
91490,-14.739877,-72.160095,cidade 3 rn,RN
82972,-27.291388,-55.721685,cidade 3 ms,MS
82972,-32.630205,-49.738351,cidade 3 ms,MS
45054,-18.893614,-39.542147,guarulhos,SP
45054,-23.036184,-65.861635,guarulhos,SP
50499,-8.553936,-41.368332,campinas,SP
50499,-26.023466,-56.261849,campinas,SP
10800,-2.034317,-63.177599,cidade 2 al,AL
84228,-25.026738,-61.173042,porto alegre,RS
84228,-1.697726,-58.36857,porto alegre,RS
84228,-24.200372,-44.182767,porto alegre,RS
28595,-5.523918,-70.575419,cidade 1 pb,PB
28595,-14.540832,-38.263762,cidade 1 pb,PB
22026,-9.38676,-45.276892,cidade 1 es,ES
22026,-28.017088,-66.622103,cidade 1 es,ES
59308,-18.027445,-71.112848,cidade 1 es,ES
59308,-29.973921,-42.063722,cidade 1 es,ES
30631,-22.821835,-66.873508,caruaru,PE
30631,-14.230168,-67.199618,caruaru,PE
30631,-19.032403,-42.756224,caruaru,PE
52517,-31.207143,-50.562997,rio verde,GO
52517,-3.204499,-44.076088,rio verde,GO
52517,-29.477078,-40.739819,rio verde,GO
88148,-3.853093,-64.251591,cidade 3 am,AM
30392,-31.416747,-56.57557,rio de janeiro,RJ
30392,-8.162225,-55.194293,rio de janeiro,RJ
16522,-30.901567,-58.056117,pelotas,RS
16522,-11.747753,-67.573758,pelotas,RS
68079,-25.355174,-38.172583,cidade 2 pb,PB
68079,-21.941499,-53.536585,cidade 2 pb,PB
68079,-7.270273,-35.704758,cidade 2 pb,PB
89570,-19.617281,-73.350222,cidade 2 pb,PB
38255,-15.624079,-64.715415,caruaru,PE
38255,-12.288572,-72.036843,caruaru,PE
38255,-27.206971,-42.086603,caruaru,PE
55242,-18.45749,-65.370684,cidade 1 am,AM
98895,-30.069958,-41.321736,caruaru,PE
98895,-15.085412,-40.59073,caruaru,PE
98895,-20.306869,-58.032735,caruaru,PE
79066,-16.979378,-52.704112,cidade 2 pb,PB
79066,-32.985196,-50.876304,cidade 2 pb,PB
79066,-20.228324,-64.571458,cidade 2 pb,PB
38903,-32.102393,-42.167752,cidade 1 pb,PB
17180,-1.439785,-73.371348,rio verde,GO
17180,-27.184662,-57.901628,rio verde,GO
37686,-24.626496,-39.737375,campinas,SP
47938,-28.680954,-72.505941,cidade 2 am,AM
47938,-4.798503,-56.203187,cidade 2 am,AM
47938,-30.890042,-68.347303,cidade 2 am,AM
75193,-26.725785,-55.434184,salvador,BA
26932,-7.084221,-54.396089,cidade 1 es,ES
26932,-15.32969,-51.269529,cidade 1 es,ES
40161,-29.05266,-57.961281,rio verde,GO
40161,-10.321531,-54.220835,rio verde,GO
40161,-24.710215,-51.590409,rio verde,GO
56421,-28.602966,-41.711826,cidade 3 pa,PA
56421,-9.751907,-68.974896,cidade 3 pa,PA
15544,-10.155416,-44.150648,nova iguacu,RJ
20205,-10.089909,-39.798801,caruaru,PE
20205,-17.202455,-68.374808,caruaru,PE
66267,-32.738136,-55.471037,cidade 3 mt,MT
66267,-7.917962,-53.761109,cidade 3 mt,MT
93904,-6.922973,-49.981818,cidade 3 ma,MA
93904,-30.314418,-38.319849,cidade 3 ma,MA
93904,-20.248726,-70.955542,cidade 3 ma,MA
63088,-32.877793,-42.642394,recife,PE
63088,-7.250846,-72.69525,recife,PE
63088,-16.443408,-45.598208,recife,PE
32527,-33.072961,-65.772836,campinas,SP
32527,-20.972621,-66.979493,campinas,SP
70305,-1.55254,-43.491554,cidade 3 rn,RN
21551,-6.921273,-66.639974,cidade 2 rn,RN
21551,-22.091609,-63.773424,cidade 2 rn,RN
41891,-17.920612,-42.727146,recife,PE
41891,-11.428993,-46.104802,recife,PE
78676,-27.903794,-38.880049,caruaru,PE
78676,-30.40835,-61.568884,caruaru,PE
54500,-26.008962,-61.384639,niteroi,RJ
54500,-8.598256,-58.559056,niteroi,RJ
20011,-27.640622,-39.736173,curitiba,PR
20011,-15.395646,-38.412845,curitiba,PR
20011,-25.508643,-70.122836,curitiba,PR
79547,-12.217214,-60.674363,cidade 1 pa,PA
79547,-11.015362,-43.374814,cidade 1 pa,PA
79547,-31.487572,-73.735214,cidade 1 pa,PA
56019,-28.096264,-36.398325,cidade 2 pa,PA
56019,-6.786229,-43.274264,cidade 2 pa,PA
29358,-26.440961,-51.180492,cidade 3 es,ES
43550,-7.428905,-73.718061,curitiba,PR
43550,-9.945072,-60.565874,curitiba,PR
30036,-23.244256,-68.076412,pelotas,RS
30036,-15.128726,-58.450977,pelotas,RS
19876,-4.411638,-55.174911,cidade 3 am,AM
19876,-2.169807,-70.244078,cidade 3 am,AM
74764,-26.846044,-38.846407,pelotas,RS
85952,-33.576653,-67.837802,sobral,CE
85952,-9.900767,-69.259606,sobral,CE
85952,-10.772734,-52.890089,sobral,CE
94278,-23.053395,-59.63063,olinda,PE
94278,-31.948727,-57.838118,olinda,PE
52363,-19.726016,-46.723144,cidade 3 ms,MS
51436,-22.710906,-38.486481,cidade 3 mt,MT
51436,-31.653764,-59.111689,cidade 3 mt,MT
51436,-5.203574,-39.878512,cidade 3 mt,MT
71462,-5.469566,-60.011897,porto alegre,RS
71462,-13.717202,-44.487602,porto alegre,RS
71462,-31.270144,-36.446515,porto alegre,RS
46002,-1.458524,-57.772873,caruaru,PE
46002,-19.396939,-71.497615,caruaru,PE
76497,-29.245455,-59.110864,cidade 2 ma,MA
69233,-15.221144,-51.481962,niteroi,RJ
69233,-7.901823,-47.06636,niteroi,RJ
47627,-26.125763,-47.834799,campinas,SP
47627,-9.864139,-66.193304,campinas,SP
90610,-25.562285,-67.836445,rio de janeiro,RJ
90610,-14.090741,-40.603876,rio de janeiro,RJ
90610,-28.682764,-66.176501,rio de janeiro,RJ
70648,-18.586248,-44.02955,cidade 2 ma,MA
70648,-10.825063,-63.209519,cidade 2 ma,MA
15376,-29.012442,-40.358225,cidade 3 ma,MA
95437,-23.960948,-36.08785,olinda,PE
95437,-30.220816,-45.880199,olinda,PE
95437,-14.631814,-55.148681,olinda,PE
72341,-30.707588,-45.256089,pelotas,RS
72341,-7.788288,-51.36512,pelotas,RS
72341,-4.088644,-63.836691,pelotas,RS
69050,-30.342189,-61.127472,cidade 1 pa,PA
21053,-12.329173,-50.794975,uberlandia,MG
15130,-16.243494,-45.406202,cidade 1 pa,PA
15130,-23.140227,-54.110836,cidade 1 pa,PA
67595,-26.104654,-55.368352,londrina,PR
30807,-24.061009,-65.795722,cidade 3 pa,PA
60779,-30.871267,-65.392322,anapolis,GO
60779,-12.698913,-45.284086,anapolis,GO
98984,-10.80038,-34.947545,caruaru,PE
98984,-31.586339,-56.71571,caruaru,PE
98984,-31.185486,-47.558001,caruaru,PE
94843,-2.489816,-38.951456,cidade 3 ma,MA
94843,-21.402839,-37.546144,cidade 3 ma,MA
94843,-27.382243,-60.283943,cidade 3 ma,MA
22387,-13.408548,-46.46847,feira de santana,BA
22387,-5.546278,-40.06477,feira de santana,BA
47243,-25.847609,-48.917707,cidade 2 ma,MA
88997,-3.176066,-67.394751,blumenau,SC
88997,-23.923002,-54.945703,blumenau,SC
88997,-20.451605,-51.556541,blumenau,SC
20682,-11.434391,-68.147763,cidade 2 mt,MT
55851,-3.885636,-68.701599,cidade 1 ma,MA
55851,-3.125078,-50.757978,cidade 1 ma,MA
96787,-25.472957,-43.695423,ilheus,BA
96787,-11.485683,-67.107383,ilheus,BA
96787,-17.15523,-62.027679,ilheus,BA
21104,-29.872565,-52.134741,rio verde,GO
21104,-15.195211,-47.050372,rio verde,GO
94343,-9.264156,-47.945016,feira de santana,BA
97833,-2.309046,-57.19569,cidade 1 am,AM
97833,-28.015355,-37.090051,cidade 1 am,AM
97833,-14.41942,-66.256964,cidade 1 am,AM
99838,-23.291549,-45.370648,cidade 3 es,ES
99838,-22.759602,-66.067944,cidade 3 es,ES
94675,-2.48688,-69.560719,cidade 1 al,AL
94675,-26.495913,-55.68152,cidade 1 al,AL
94675,-24.30758,-58.806235,cidade 1 al,AL
57425,-30.454915,-41.602069,cidade 3 pb,PB
57425,-23.405429,-64.476604,cidade 3 pb,PB
33627,-11.672933,-54.971699,campinas,SP
33627,-12.117427,-46.751537,campinas,SP
73736,-21.34353,-70.841298,cidade 2 pi,PI
30308,-11.064319,-54.98018,porto alegre,RS
30308,-20.211382,-44.461957,porto alegre,RS
76543,-2.586687,-42.440616,rio de janeiro,RJ
76543,-28.077226,-56.1709,rio de janeiro,RJ
79013,-7.36575,-50.642818,cidade 3 am,AM
